Item ID,X,Y,Z
BP_BerryBush1774,27383.6015625,207850.5,594.1207275390625
BP_BerryBush1775,22899.037109375,213723.3125,-2249.0185546875
BP_BerryBush1776,22527.75390625,209807.09375,-2182.815673828125
BP_BerryBush1777,19713.169921875,213423.453125,-1722.3206787109375
BP_BerryBush1778,22094.1328125,218571.703125,-2069.203125
BP_BerryBush1779,16906.5234375,222218.71875,-718.52587890625
BP_BerryBush177_191,-162185.765625,66672.28125,3619.76904296875
BP_BerryBush1780,13615.0068359375,224989.28125,-1032.4859619140625
BP_BerryBush1781,10129.9228515625,220123.984375,294.4369201660156
BP_BerryBush1782,15301.421875,221926.84375,297.5546875
BP_BerryBush1783,12357.330078125,229561.765625,71.79571533203125
BP_BerryBush1784,12398.2060546875,233751.296875,496.259521484375
BP_BerryBush1785,17065.828125,235863.21875,740.8513793945312
BP_BerryBush1786,18986.076171875,233297.140625,657.79833984375
BP_BerryBush1787,21998.119140625,231329.296875,568.7994995117188
BP_BerryBush1788,22418.1640625,228625.296875,-30.972854614257812
BP_BerryBush1789,19801.205078125,229047.140625,107.58720397949219
BP_BerryBush178_194,-160912.828125,68783.125,2806.642578125
BP_BerryBush1790,18267.759765625,241284.53125,365.853515625
BP_BerryBush1791,23423.4296875,247105.28125,-512.5001831054688
BP_BerryBush1792,18154.2421875,251782.953125,331.7398986816406
BP_BerryBush1793,17059.19140625,253518.234375,302.9607849121094
BP_BerryBush1794,8203.12109375,239200.09375,293.682373046875
BP_BerryBush1795,1782.498046875,236463.5625,-90.91680908203125
BP_BerryBush1796,-9754.5185546875,236591.046875,-632.1672973632812
BP_BerryBush1797,-7602.88916015625,231866.375,-350.4269104003906
BP_BerryBush1798,-3886.89404296875,230359.84375,-636.1807250976562
BP_BerryBush1799,5800.87060546875,235400.296875,41.8480224609375
BP_BerryBush179_197,-165564.890625,66844.109375,2841.1806640625
BP_BerryBush17_2944,-125758.0,192129.0,1680.0
BP_BerryBush1800,334.6687927246094,243579.71875,182.12908935546875
BP_BerryBush1801,-735.8870239257812,248945.453125,-559.2642822265625
BP_BerryBush1802,5221.140625,250635.828125,-122.06073760986328
BP_BerryBush1803,1047.217529296875,198599.515625,-6691.79150390625
BP_BerryBush1804,-4150.09619140625,199358.75,-7596.09326171875
BP_BerryBush1805,-6571.1337890625,201317.5625,-7828.853515625
BP_BerryBush1806,-6192.09765625,203683.046875,-2273.661376953125
BP_BerryBush1807,-8309.8203125,204884.15625,-2284.5830078125
BP_BerryBush1808,-9915.0693359375,208061.4375,-1542.208984375
BP_BerryBush1809,-5737.53662109375,208631.71875,-1914.2025146484375
BP_BerryBush180_200,-163127.375,68368.109375,2830.52587890625
BP_BerryBush1810,-8313.49609375,206851.21875,-1484.551025390625
BP_BerryBush1811,8329.6630859375,215211.71875,1757.88671875
BP_BerryBush1812,8153.31201171875,215684.875,904.0645141601562
BP_BerryBush1813,6955.56591796875,216586.875,-435.9483642578125
BP_BerryBush1814_3949,-110900.0,224510.0,-2790.0
BP_BerryBush1815_173,-136284.71875,40996.4375,23322.158203125
BP_BerryBush1816_176,-134410.53125,39547.44921875,23255.861328125
BP_BerryBush1817_179,-134334.671875,43075.6875,23456.076171875
BP_BerryBush1818_182,-154002.359375,43764.04296875,20326.466796875
BP_BerryBush1819_4804,-78610.0,210780.0,850.0
BP_BerryBush181_203,-163099.953125,69518.1015625,2704.774658203125
BP_BerryBush1820_185,-153489.84375,41971.58203125,20283.796875
BP_BerryBush1821_188,-129139.625,35014.4765625,19153.658203125
BP_BerryBush1822_191,-134953.453125,32786.59765625,19519.1015625
BP_BerryBush1823_5498,-116230.0,210070.0,-555.0
BP_BerryBush1824_5671,-101580.0,203325.0,1595.0
BP_BerryBush1825_194,-148381.46875,40197.046875,19159.736328125
BP_BerryBush1826_197,-148056.640625,18019.392578125,20429.45703125
BP_BerryBush1827_200,-150705.734375,15853.7490234375,19123.935546875
BP_BerryBush1828_203,-142107.65625,16375.978515625,19517.486328125
BP_BerryBush1829_6558,-77375.0,185930.0,2835.0
BP_BerryBush182_206,-165409.71875,68239.7265625,2756.94189453125
BP_BerryBush1830_206,-156454.3125,32692.306640625,19088.41015625
BP_BerryBush1831_209,-163451.75,37689.66796875,20081.357421875
BP_BerryBush1832_212,-161380.09375,38862.83203125,20661.9296875
BP_BerryBush1833_215,-177141.203125,32079.515625,21253.34765625
BP_BerryBush1834_7403,-48190.0,176320.0,2905.0
BP_BerryBush1835_218,-181080.1875,29343.22265625,21903.064453125
BP_BerryBush1836_221,-181472.140625,32351.26171875,16307.83984375
BP_BerryBush1837_224,-179236.9375,23718.552734375,17472.177734375
BP_BerryBush1838_8288,-46855.0,159335.0,3400.0
BP_BerryBush1839_227,-175036.78125,20533.5703125,18732.849609375
BP_BerryBush183_209,-154087.140625,75098.6328125,5341.69189453125
BP_BerryBush1840_230,-175742.171875,16374.0068359375,20491.1953125
BP_BerryBush1841_233,-183426.5,16401.96484375,21999.56640625
BP_BerryBush1842_9316,-26600.0,143730.0,-8125.0
BP_BerryBush1843_236,-189777.390625,22085.208984375,22473.533203125
BP_BerryBush1844_239,-186627.890625,12372.1083984375,21680.451171875
BP_BerryBush1845_242,-177564.796875,3894.690185546875,21976.423828125
BP_BerryBush1846_9950,-30340.0,222380.0,-3255.0
BP_BerryBush1847_245,-182077.28125,1395.4521484375,22054.896484375
BP_BerryBush1848_248,-187084.515625,2341.339599609375,22442.326171875
BP_BerryBush1849_251,-193120.109375,3648.164794921875,22180.46484375
BP_BerryBush184_212,-154252.234375,75620.7734375,5384.6708984375
BP_BerryBush1850_10554,-42480.0,252185.0,-3845.0
BP_BerryBush1851_254,-191702.65625,17422.283203125,21570.43359375
BP_BerryBush1852_260,-117374.7734375,515.0653076171875,22908.537109375
BP_BerryBush1853_263,-98142.2734375,-9327.81640625,22914.841796875
BP_BerryBush1854_11422,-13415.0,238615.0,-45.0
BP_BerryBush1855_266,-90882.2578125,-7394.05517578125,22620.046875
BP_BerryBush1856_269,-72798.578125,-7169.876953125,22488.640625
BP_BerryBush1857_275,-72667.578125,-11269.4580078125,22682.642578125
BP_BerryBush1858_12554,-18375.0,207410.0,-4460.0
BP_BerryBush1859_278,-78724.390625,-10197.138671875,22718.693359375
BP_BerryBush185_215,-154521.59375,75211.1953125,5319.93115234375
BP_BerryBush1860_281,-85443.265625,-10860.3173828125,22611.474609375
BP_BerryBush1861_284,-88085.4921875,-5564.82470703125,23114.861328125
BP_BerryBush1862_13568,-7830.0,202860.0,-5790.0
BP_BerryBush1863_287,-98998.6796875,1018.6552734375,23588.431640625
BP_BerryBush1864_290,-98721.8671875,2660.55322265625,24123.837890625
BP_BerryBush1865_293,-99734.625,4159.24072265625,24229.4609375
BP_BerryBush1866_296,-100781.8515625,6248.5888671875,24055.708984375
BP_BerryBush1867_299,-99281.9453125,13117.228515625,23568.859375
BP_BerryBush1868_302,-104731.3515625,14600.54296875,21895.361328125
BP_BerryBush1869_305,-97952.6328125,20320.658203125,22942.0078125
BP_BerryBush186_218,-174205.96875,70754.78125,7064.09033203125
BP_BerryBush1870_308,-96742.3671875,16954.275390625,23623.302734375
BP_BerryBush1871_311,-167488.546875,30170.615234375,17742.46875
BP_BerryBush1872_314,-163609.796875,29192.404296875,18135.833984375
BP_BerryBush1873_317,-162157.6875,32385.189453125,18509.900390625
BP_BerryBush1874_320,-160106.40625,28958.18359375,19104.8125
BP_BerryBush1875_323,-161237.0,24582.458984375,18610.875
BP_BerryBush1876_326,-156913.71875,23212.26953125,19247.37109375
BP_BerryBush1877_329,-165371.15625,13348.6435546875,19206.0234375
BP_BerryBush1878_332,-165630.09375,9526.7744140625,19923.826171875
BP_BerryBush1879_335,-173073.109375,11674.4384765625,20238.408203125
BP_BerryBush187_221,-174338.84375,70795.734375,7045.64013671875
BP_BerryBush1880_338,-177603.59375,17674.92578125,20923.392578125
BP_BerryBush1881_341,-181612.78125,21677.474609375,22890.92578125
BP_BerryBush1882_344,-185686.953125,21006.208984375,22898.015625
BP_BerryBush1883_347,-185793.015625,29088.123046875,22611.216796875
BP_BerryBush1884_350,-180017.0,36088.26171875,23556.638671875
BP_BerryBush1885_353,-180337.5625,36950.80859375,23617.58984375
BP_BerryBush1886_356,-170619.890625,40356.66015625,23615.033203125
BP_BerryBush1887_359,-166634.75,44825.79296875,24547.8203125
BP_BerryBush1888_362,-82209.3203125,20537.66015625,21762.662109375
BP_BerryBush1889_2,200274.890625,62395.25390625,-410.51837158203125
BP_BerryBush188_224,-174207.4375,68191.8203125,7152.8115234375
BP_BerryBush1890_5,200501.1875,59351.58203125,-1049.10986328125
BP_BerryBush1891_8,201187.171875,57389.3203125,-818.329345703125
BP_BerryBush1892_11,197949.65625,60843.8046875,-1539.95703125
BP_BerryBush1893_14,203905.15625,61634.6796875,-904.57080078125
BP_BerryBush1894_17,199679.53125,57740.71875,-1549.4337158203125
BP_BerryBush1895_20,195909.203125,54343.61328125,-1571.041259765625
BP_BerryBush1896_23,196859.625,51087.83203125,-1610.2919921875
BP_BerryBush1897_26,199869.53125,47876.1640625,-1052.155517578125
BP_BerryBush1898_29,199854.046875,54186.41796875,-568.2724609375
BP_BerryBush1899_32,199679.28125,55598.203125,-583.59716796875
BP_BerryBush189_227,-168724.4375,67011.671875,9243.6357421875
BP_BerryBush18_3029,-82065.0,118139.0,8246.0
BP_BerryBush1900_35,201348.28125,55899.6640625,-793.1624145507812
BP_BerryBush1901_38,206349.296875,58150.58984375,-826.2578735351562
BP_BerryBush1902_41,208587.140625,55621.25,-724.892333984375
BP_BerryBush1903_44,210551.875,58515.4609375,-156.13037109375
BP_BerryBush1904_47,209127.75,47889.12109375,-1310.0263671875
BP_BerryBush1905_50,207450.90625,49786.44140625,-1335.91259765625
BP_BerryBush1906_53,205372.421875,48147.140625,-1050.77978515625
BP_BerryBush1907_68,199798.015625,47337.27734375,-1013.6849365234375
BP_BerryBush1908_59,200616.265625,51347.54296875,-329.38006591796875
BP_BerryBush1909_62,200468.578125,51827.5078125,-324.83062744140625
BP_BerryBush190_230,-169701.171875,65698.0703125,11031.380859375
BP_BerryBush1910_65,199602.0625,51400.5703125,-269.095458984375
BP_BerryBush1911_71,203469.125,42924.359375,-1180.7412109375
BP_BerryBush1912_74,201987.265625,39222.73046875,-1298.89111328125
BP_BerryBush1913_77,206142.078125,40328.20703125,-1119.1151123046875
BP_BerryBush1914_80,209406.265625,40489.328125,-1204.815185546875
BP_BerryBush1915_83,202664.171875,21145.494140625,2688.2822265625
BP_BerryBush1916_86,201804.828125,19874.48828125,2690.63818359375
BP_BerryBush1917_89,202162.421875,18560.015625,2552.0302734375
BP_BerryBush1918_92,203354.078125,20077.24609375,2585.005126953125
BP_BerryBush1919_95,197063.203125,16155.2490234375,72.81817626953125
BP_BerryBush191_233,-169605.0,65974.25,11019.7392578125
BP_BerryBush1920_98,192540.90625,19939.32421875,-1095.3250732421875
BP_BerryBush1921_106,195618.0,23866.783203125,-1175.001220703125
BP_BerryBush1922_109,197303.921875,31329.990234375,-1611.7196044921875
BP_BerryBush1923_112,193744.765625,26899.546875,-1174.9976806640625
BP_BerryBush1924_115,199979.078125,20798.234375,-1119.7713623046875
BP_BerryBush1925_118,199477.859375,12616.0009765625,139.7470703125
BP_BerryBush1926_121,208158.125,11869.97265625,2904.966796875
BP_BerryBush1927_124,206889.359375,12031.669921875,2786.728759765625
BP_BerryBush1928_127,207468.25,7957.2919921875,3941.56103515625
BP_BerryBush1929_130,209984.96875,4979.2548828125,2302.87255859375
BP_BerryBush192_236,-178174.21875,69809.5625,11628.6484375
BP_BerryBush1930_133,208407.265625,1369.7276611328125,3525.599365234375
BP_BerryBush1931_136,213435.09375,-8871.8603515625,-103.03656005859375
BP_BerryBush1932_139,223771.6875,17875.373046875,-877.1754150390625
BP_BerryBush1933_142,220996.578125,27384.419921875,-1256.4959716796875
BP_BerryBush1934_145,215225.09375,21952.189453125,-284.3455810546875
BP_BerryBush1935_148,219555.953125,12064.1474609375,-503.9324951171875
BP_BerryBush1936_151,216602.796875,7820.28564453125,-1130.5906982421875
BP_BerryBush1937_154,236300.6875,-547.3609619140625,-1071.5714111328125
BP_BerryBush1938_157,231379.5625,-5017.79150390625,-327.61236572265625
BP_BerryBush1939_160,206295.078125,31274.681640625,-1580.8358154296875
BP_BerryBush193_239,-180108.859375,69952.84375,13111.4990234375
BP_BerryBush1940_163,208148.9375,27114.50390625,409.8131103515625
BP_BerryBush1941_166,209527.703125,27503.474609375,392.88818359375
BP_BerryBush1942_169,209478.390625,23537.66015625,-937.8704833984375
BP_BerryBush1943_172,214569.984375,25676.189453125,-1108.42236328125
BP_BerryBush1944_175,203702.046875,28279.134765625,-1628.303466796875
BP_BerryBush1945_178,204797.4375,15126.21875,2.00103759765625
BP_BerryBush1946_181,205694.3125,12422.3408203125,750.6373901367188
BP_BerryBush1947_184,203073.46875,8679.640625,1727.9547119140625
BP_BerryBush1948_187,210918.8125,18137.5,-1415.47900390625
BP_BerryBush1949_190,215997.4375,19352.16796875,-693.58984375
BP_BerryBush194_242,-181535.625,69831.3828125,13720.259765625
BP_BerryBush1950_193,206371.265625,16739.306640625,-1139.6024169921875
BP_BerryBush1951_196,211465.796875,5897.6123046875,-1314.86279296875
BP_BerryBush1952_199,212121.890625,-1837.1507568359375,-1234.6607666015625
BP_BerryBush1953_202,220378.015625,-1482.536376953125,-1533.5625
BP_BerryBush1954_205,221393.0,-4192.3251953125,-1514.1690673828125
BP_BerryBush1955_208,228731.796875,-5158.6484375,-733.8020629882812
BP_BerryBush1956_211,221183.59375,33543.3515625,-1524.905029296875
BP_BerryBush1957_214,253796.1875,48721.00390625,-290.00836181640625
BP_BerryBush1958_217,257404.515625,43162.45703125,-307.65655517578125
BP_BerryBush1959_220,258529.109375,39471.26953125,84.4835205078125
BP_BerryBush195_245,-180376.9375,69329.75,13339.646484375
BP_BerryBush1960_223,263859.28125,39953.76171875,-388.0665283203125
BP_BerryBush1961_226,257944.171875,49574.25390625,-380.248046875
BP_BerryBush1962_229,255602.09375,50299.3359375,-346.98773193359375
BP_BerryBush1963_232,249048.390625,50372.28125,-734.8999633789062
BP_BerryBush1964_235,238207.15625,58426.4921875,-1590.55126953125
BP_BerryBush1965_238,237429.78125,55676.296875,-1564.06298828125
BP_BerryBush1966_241,233110.765625,55519.2890625,-1563.431640625
BP_BerryBush1967_244,241625.359375,80284.9453125,-475.67620849609375
BP_BerryBush1968_247,240227.96875,80314.328125,-426.02056884765625
BP_BerryBush1969_250,239210.75,81579.4609375,-447.1065368652344
BP_BerryBush196_248,-177945.28125,69019.8125,16987.515625
BP_BerryBush1970_253,236508.640625,80144.625,-1111.804931640625
BP_BerryBush1971_256,233898.46875,80355.2890625,-1565.62109375
BP_BerryBush1972_259,232566.171875,78179.0390625,-1566.40478515625
BP_BerryBush1973_262,234215.09375,83418.8828125,-17.57110595703125
BP_BerryBush1974_265,232423.65625,84836.6953125,14.771636962890625
BP_BerryBush1975_268,236355.546875,84587.3046875,1978.024169921875
BP_BerryBush1976_271,236900.1875,86797.796875,2307.97802734375
BP_BerryBush1977_274,234337.890625,85852.96875,1960.5567626953125
BP_BerryBush1978_277,230820.046875,88560.171875,922.8419189453125
BP_BerryBush1979_280,229201.0,88484.40625,910.2190551757812
BP_BerryBush197_251,-176212.828125,69473.3125,18469.31640625
BP_BerryBush1980_283,223689.125,86342.9375,511.855224609375
BP_BerryBush1981_286,222813.546875,86286.859375,522.2174072265625
BP_BerryBush1982_289,220347.75,88836.796875,185.72845458984375
BP_BerryBush1983_292,219592.8125,88335.8125,157.92718505859375
BP_BerryBush1984_295,218196.703125,91918.359375,219.61407470703125
BP_BerryBush1985_298,206991.015625,93164.9765625,2293.676025390625
BP_BerryBush1986_301,207764.796875,88439.53125,2617.591796875
BP_BerryBush1987_304,204435.09375,88581.5078125,2945.99462890625
BP_BerryBush1988_307,202195.640625,88113.0546875,2936.53564453125
BP_BerryBush1989_310,204261.015625,90139.453125,2682.835205078125
BP_BerryBush198_254,-173016.140625,67713.6328125,16806.93359375
BP_BerryBush1990_313,205224.328125,102850.7421875,4345.296875
BP_BerryBush1991_316,204330.65625,105175.734375,4182.501953125
BP_BerryBush1992_319,204941.609375,107517.1640625,3001.66162109375
BP_BerryBush1993_322,205519.890625,101521.421875,3209.326171875
BP_BerryBush1994_325,204848.046875,109896.1015625,5753.0244140625
BP_BerryBush1995_328,216609.71875,99964.703125,4680.47705078125
BP_BerryBush1996_331,216925.984375,101509.0234375,4721.5244140625
BP_BerryBush1997_334,213133.515625,105254.1796875,-183.24099731445312
BP_BerryBush1998_337,214246.265625,107741.9296875,-176.72618103027344
BP_BerryBush1999_340,210010.28125,108720.65625,-289.8414306640625
BP_BerryBush199_257,-182937.5625,70418.09375,12048.419921875
BP_BerryBush19_3124,-99465.0,110501.0,6956.0
BP_BerryBush2000_343,207046.125,107338.7109375,-291.0883483886719
BP_BerryBush2001_346,211728.09375,106151.3359375,-235.4206085205078
BP_BerryBush2002_349,210404.875,103158.953125,-314.78399658203125
BP_BerryBush2003_352,206072.875,71376.59375,4382.24658203125
BP_BerryBush2004_355,201721.953125,75159.2421875,4149.5322265625
BP_BerryBush2005_358,202682.09375,79055.5859375,3432.01171875
BP_BerryBush2006_361,210052.40625,82004.21875,2066.65771484375
BP_BerryBush2007_364,207858.9375,78963.234375,3025.95703125
BP_BerryBush2008_367,207071.9375,73595.75,4791.388671875
BP_BerryBush2009_370,203484.75,75515.8671875,4705.0087890625
BP_BerryBush200_260,-181263.40625,71465.4921875,19315.341796875
BP_BerryBush2010_373,221510.40625,99500.6953125,838.580810546875
BP_BerryBush2011_376,237291.78125,95736.640625,829.5316162109375
BP_BerryBush2012_379,236119.78125,92830.2734375,472.6676025390625
BP_BerryBush2013_382,240006.96875,94106.015625,-456.95458984375
BP_BerryBush2014_385,232532.34375,96952.3203125,886.8399658203125
BP_BerryBush2015_388,228643.1875,96742.34375,644.08544921875
BP_BerryBush2016_391,230535.3125,100427.765625,4806.103515625
BP_BerryBush2017_394,231280.6875,104441.0078125,4917.5927734375
BP_BerryBush2018_397,225833.078125,97008.34375,7193.591796875
BP_BerryBush2019_400,224255.484375,100755.4296875,7196.3544921875
BP_BerryBush201_263,-180490.046875,68950.984375,16813.603515625
BP_BerryBush2020_403,225944.28125,102154.7421875,7159.9091796875
BP_BerryBush2021_406,227045.4375,106206.3671875,5484.61328125
BP_BerryBush2022_409,222145.796875,108011.2265625,5304.0419921875
BP_BerryBush2023_412,222157.1875,104841.734375,4909.056640625
BP_BerryBush2024_415,223134.109375,101796.1640625,5460.27783203125
BP_BerryBush2025_418,238451.765625,119794.625,1112.15380859375
BP_BerryBush2026_421,232839.625,114944.265625,52.47119140625
BP_BerryBush2027_424,234860.734375,116597.2109375,-887.161376953125
BP_BerryBush2028_427,235331.59375,111573.296875,-870.2853393554688
BP_BerryBush2029_430,240697.03125,115193.15625,-460.0968933105469
BP_BerryBush202_266,-176758.734375,69614.953125,17006.60546875
BP_BerryBush2030_433,239942.578125,118651.1875,-981.0425415039062
BP_BerryBush2031_436,240934.65625,116434.2734375,-495.2142333984375
BP_BerryBush2032_439,243467.171875,117431.984375,-1185.9876708984375
BP_BerryBush2033_442,248193.84375,116717.4375,-1921.4658203125
BP_BerryBush2034_445,252085.15625,114506.78125,-1454.9722900390625
BP_BerryBush2035_448,254716.71875,112407.625,-1073.3779296875
BP_BerryBush2036_451,256269.546875,110053.3125,-883.6131591796875
BP_BerryBush2037_454,257103.34375,112823.9921875,-634.2899169921875
BP_BerryBush2038_457,259673.46875,114497.1953125,-192.29638671875
BP_BerryBush2039_460,262967.59375,109974.625,-81.1676025390625
BP_BerryBush203_269,-176644.375,69718.34375,17019.935546875
BP_BerryBush2040_463,259471.15625,105066.984375,-187.85879516601562
BP_BerryBush2041_466,265338.59375,107100.921875,-57.352142333984375
BP_BerryBush2042_469,268566.3125,109788.2109375,-71.36376953125
BP_BerryBush2043_472,272204.5625,112495.109375,-89.21368408203125
BP_BerryBush2044_475,261836.296875,117415.3515625,127.8602294921875
BP_BerryBush2045_478,261689.09375,122274.453125,636.454833984375
BP_BerryBush2046_481,257365.59375,122859.5625,-2777.345458984375
BP_BerryBush2047_484,253648.703125,129403.5703125,-2817.0068359375
BP_BerryBush2048_487,254021.0625,125213.7109375,-2777.34130859375
BP_BerryBush2049_490,252812.890625,123233.703125,-2490.68701171875
BP_BerryBush204_272,-178940.25,112083.5546875,2748.798828125
BP_BerryBush2050_493,256128.78125,126352.2890625,-2782.858154296875
BP_BerryBush2051_496,247045.28125,131121.125,-2903.11279296875
BP_BerryBush2052_499,249123.734375,133099.0,-2905.216552734375
BP_BerryBush2053_502,252523.171875,134862.765625,-3375.255126953125
BP_BerryBush2054_505,274846.25,117445.2890625,417.44146728515625
BP_BerryBush2055_508,278989.375,114226.9296875,-198.47314453125
BP_BerryBush2056_511,276895.90625,114494.6015625,-92.2862548828125
BP_BerryBush2057_514,275120.71875,114263.6796875,-468.1951904296875
BP_BerryBush2058_517,272856.9375,120944.3828125,339.7021484375
BP_BerryBush2059_520,275748.8125,120607.640625,359.73773193359375
BP_BerryBush205_275,-178861.15625,116344.203125,829.020263671875
BP_BerryBush2060_523,283808.0,110344.5390625,-1625.302001953125
BP_BerryBush2061_526,279247.125,107306.5625,-1602.2900390625
BP_BerryBush2062_529,276464.34375,95867.03125,-1450.3922119140625
BP_BerryBush2063_532,279823.75,91830.1640625,-1522.6700439453125
BP_BerryBush2064_535,268939.5,100839.0546875,-1599.2117919921875
BP_BerryBush2065_538,271044.40625,108122.671875,-44.598876953125
BP_BerryBush2066_541,273555.375,109468.046875,-1515.154541015625
BP_BerryBush2067_544,276457.40625,112420.3203125,-1256.549072265625
BP_BerryBush2068_547,281431.3125,108292.3984375,-1625.4840087890625
BP_BerryBush2069,125855.421875,-3632.9404296875,13280.6240234375
BP_BerryBush206_278,-171929.984375,116176.6953125,7305.47021484375
BP_BerryBush2070,127248.75,-2728.8212890625,13619.142578125
BP_BerryBush2071,123807.1640625,-1938.04541015625,13399.8671875
BP_BerryBush2072,121274.015625,-4151.6748046875,13069.7138671875
BP_BerryBush2073,120185.828125,-2351.4375,13489.693359375
BP_BerryBush2074,120631.0625,1407.43017578125,13614.7001953125
BP_BerryBush2075,117918.65625,1215.797607421875,13281.396484375
BP_BerryBush2076,117214.9296875,-356.04595947265625,12921.4658203125
BP_BerryBush2077,108773.78125,2394.91650390625,13311.2919921875
BP_BerryBush2078,104577.4140625,5901.75830078125,12596.7138671875
BP_BerryBush2079,103166.65625,9608.662109375,12549.556640625
BP_BerryBush207_281,-169280.125,120176.6484375,7477.99951171875
BP_BerryBush2080,100846.8828125,10572.798828125,12562.560546875
BP_BerryBush2081,98496.0234375,10677.5556640625,13485.853515625
BP_BerryBush2082,102416.7890625,15476.0732421875,13363.8076171875
BP_BerryBush2083,108557.859375,23697.341796875,13587.4130859375
BP_BerryBush2084,103171.3203125,29883.212890625,13067.498046875
BP_BerryBush2085,98836.3828125,33108.125,10589.724609375
BP_BerryBush2086,96684.15625,33974.29296875,10402.7880859375
BP_BerryBush2087,95672.140625,35518.98828125,9993.07421875
BP_BerryBush2088,86556.6328125,39650.19140625,11487.8583984375
BP_BerryBush2089,81219.984375,41223.53515625,12653.21875
BP_BerryBush208_284,-167589.453125,124630.3671875,8826.3349609375
BP_BerryBush2090,85764.53125,44496.33203125,11521.89453125
BP_BerryBush2091,86896.2734375,45413.9609375,10443.623046875
BP_BerryBush2092,88430.6875,45966.70703125,10318.7626953125
BP_BerryBush2093,86884.3203125,47787.26171875,10288.5244140625
BP_BerryBush2094,91599.7578125,48707.03515625,9953.7744140625
BP_BerryBush2095,91601.140625,51068.6484375,10262.458984375
BP_BerryBush2096,92704.46875,50913.859375,10292.2275390625
BP_BerryBush2097,93244.71875,53362.37109375,10186.5458984375
BP_BerryBush2098,96157.5234375,51169.07421875,10217.521484375
BP_BerryBush2099,98337.9140625,46772.78515625,10982.4990234375
BP_BerryBush209_287,-174844.84375,133821.109375,8307.451171875
BP_BerryBush20_3251,-86075.0,106117.0,8627.0
BP_BerryBush2100,99193.9453125,45606.421875,10655.482421875
BP_BerryBush2101,97632.59375,48779.96484375,11321.4248046875
BP_BerryBush2102,95755.96875,52141.234375,9863.2646484375
BP_BerryBush2103,96213.265625,55414.71484375,10046.896484375
BP_BerryBush2104,95504.3203125,49053.90625,9945.587890625
BP_BerryBush2105,87962.7578125,44248.38671875,15365.1982421875
BP_BerryBush2106,87560.296875,45601.3984375,15366.046875
BP_BerryBush2107,85626.5625,47090.03515625,15395.4404296875
BP_BerryBush2108,83435.296875,46146.4765625,15390.4404296875
BP_BerryBush2109,83253.0703125,43159.1328125,16610.998046875
BP_BerryBush210_290,-173622.21875,135688.40625,8364.884765625
BP_BerryBush2110,77824.0390625,39057.05078125,16689.27734375
BP_BerryBush2111,81817.0625,39163.6015625,16591.337890625
BP_BerryBush2112,88461.1484375,34896.0390625,16496.646484375
BP_BerryBush2113,90705.03125,39103.2421875,15793.970703125
BP_BerryBush2114,86649.375,41907.734375,16710.25
BP_BerryBush2115,84406.3125,41687.7578125,16604.34765625
BP_BerryBush2116,79919.3984375,37518.44921875,16580.095703125
BP_BerryBush2117,83156.1640625,31273.68359375,11843.5380859375
BP_BerryBush2118,82100.359375,40789.7578125,11495.1689453125
BP_BerryBush2119,85583.390625,43261.5546875,11488.12109375
BP_BerryBush211_293,-173184.515625,130909.0625,8496.75390625
BP_BerryBush2120,80468.6484375,42273.67578125,11495.1376953125
BP_BerryBush2121,78749.75,42839.328125,11496.6650390625
BP_BerryBush2122,75816.1328125,48093.65625,11442.677734375
BP_BerryBush2123,78519.953125,47680.1875,11442.677734375
BP_BerryBush2124,80735.8671875,47071.05859375,11383.9970703125
BP_BerryBush2125,83983.8671875,49553.421875,11752.6552734375
BP_BerryBush2126,85381.6796875,52986.70703125,11546.0302734375
BP_BerryBush2127,83677.5703125,55658.30078125,11419.8095703125
BP_BerryBush2128,86483.5,58125.390625,11986.9443359375
BP_BerryBush2129,85645.7890625,60781.28125,10893.40234375
BP_BerryBush212_296,-155575.0,128234.484375,3412.6796875
BP_BerryBush213,124777.0,20875.224609375,13093.3583984375
BP_BerryBush2130,85994.09375,62570.51953125,10817.8583984375
BP_BerryBush2131,82642.9765625,60466.890625,11360.0341796875
BP_BerryBush2132,109060.9453125,65292.03515625,19145.28515625
BP_BerryBush2133,114283.828125,65389.98046875,19244.994140625
BP_BerryBush2134,113931.625,62743.89453125,18605.6328125
BP_BerryBush2135,116842.875,68205.8125,18592.982421875
BP_BerryBush2136,115673.859375,65860.3515625,18708.68359375
BP_BerryBush2137,118551.765625,71058.3125,18646.08203125
BP_BerryBush2138,109883.046875,66434.8203125,19205.19140625
BP_BerryBush2139,109311.0390625,48024.22265625,20255.525390625
BP_BerryBush2140,101081.390625,44969.609375,20709.92578125
BP_BerryBush2141,90191.7734375,32251.9453125,16407.568359375
BP_BerryBush2142,91172.53125,35207.00390625,16546.013671875
BP_BerryBush2143,89382.984375,29378.3515625,16027.658203125
BP_BerryBush2144,-19982.51171875,-78172.1328125,13536.1708984375
BP_BerryBush2145,95017.9609375,28967.587890625,15671.912109375
BP_BerryBush2146,96026.5390625,32319.361328125,13697.5625
BP_BerryBush2147,101894.2734375,-59107.10546875,10732.994140625
BP_BerryBush2148,93719.3515625,-64213.52734375,10126.16796875
BP_BerryBush2149,103365.1171875,-47494.9609375,9012.20703125
BP_BerryBush214_216,126996.953125,25523.404296875,10697.4189453125
BP_BerryBush2150,123890.453125,-62997.9765625,7891.55908203125
BP_BerryBush2151,136725.515625,-36123.3515625,8517.8916015625
